STANOX_NO,FULL_NAME,CRS_CODE,Route_Description
81094,TYTHERINGTON FHH,,Western
64411,TYWYN,TYW,Wales
87769,UCKFIELD,UCK,Sussex
07419,UDDINGSTON,UDD,Scotland
07420,UDDINGSTON JN,,Scotland
74331,UFFINGTON (OXFORDSHIRE),,Western
45010,UFFINGTON SB (LINCS),,East Midlands
74332,UFFINGTON UP & DOWN LOOPS,,Western
59236,UK RAIL LEASING,,East Midlands
89642,UK TUNNEL CROSSOVER,,High Speed
89641,UK TUNNEL PORTAL,,High Speed
21011,ULCEBY,ULC,North & East
21013,ULCEBY NORTH JUNCTION,,North & East
21015,ULCEBY SIG UJ120,,North & East
21012,ULCEBY SOUTH JUNCTION,,North & East
16493,ULLESKELF,ULL,East Coast
11311,ULVERSTON,ULV,North West
11312,ULVERSTON,,North West
83226,UMBERLEIGH,UMB,Western
66501,UNIVERSITY,UNI,Central
14030,UNIVERSITY SUNDERLAND,UNV,East Coast
13240,UNKNOWN,,NONE
14201,UNKNOWN,,NONE
16806,UNKNOWN,,NONE
23301,UNKNOWN,,NONE
24335,UNKNOWN,,NONE
24401,UNKNOWN,,North & East
26601,UNKNOWN,,NONE
28101,UNKNOWN,,NONE
28311,UNKNOWN,,NONE
28502,UNKNOWN,,NONE
28511,UNKNOWN,,North & East
30052,UNKNOWN,,NONE
35532,UNKNOWN,,NONE
48237,UNKNOWN,,NONE
49004,UNKNOWN,,NONE
57601,UNKNOWN,,North & East
58107,UNKNOWN,,NONE
59252,UNKNOWN,,NONE
62012,UNKNOWN,,NONE
66223,UNKNOWN,,NONE
71031,UNKNOWN,,NONE
79029,UNKNOWN,,Wales
79809,UNKNOWN,,NONE
85176,UNKNOWN,,NONE
88324,UNKNOWN,,NONE
89600,UNKNOWN,,NONE
89602,UNKNOWN,,NONE
67005,UP BROMSGROVE NECK,,Central
88513,UP CHATHAM LOOP SIG AD22,,Kent
42413,UP & DOWN GOODS LOOP,,West Coast South
65716,UP DUDLEY SDG,,Central
04028,UPHALL,UHA,Scotland
81913,UPHILL JUNCTION,,Western
36044,UPHOLLAND,UPL,North West
71021,UP KINGS LANGLEY LOOP*,,West Coast South
50392,UPMINSTER,XUP,Anglia
51351,UPMINSTER,UPM,Anglia
51353,UPMINSTER LONDON UNDERGROUND,ZUM,Anglia
51352,UPMINSTER TAMPER SIDING,,Anglia
51354,UPMINSTER TAMPER SIDING,,Anglia
09199,UPPERBY BRIDGE JN,,North West
09196,UPPERBY E.W.S.,,North West
09198,UPPERBY JN,,North West
09195,UPPERBY T.M.D.,XUM,North West
09194,UPPERBY UP THROUGH G.L.,,North West
13300,UPPER DENTON AHB,,North & East
87156,UPPER HALLIFORD,UPH,Wessex
63641,UPPER HOLLOWAY,UHL,Anglia
63642,UPPER HOLLOWAY CE SIDING,,Anglia
63643,UPPER HOLLOWAY UP GDS LOOP,,Anglia
06039,UPPER TYNDRUM,UTY,Scotland
06033,UPPER TYNDRUM C.E.,,Scotland
87745,UPPER WARLINGHAM,UWL,Sussex
81120,UP PILNING LOOP,,Wales
65924,UP ROWLEY REGIS GOODS LOOP,,Central
65814,UP STOUR GOODS,,Central
38031,UPTON,UPT,North West
82124,UPTON LOVELL,,Wessex
64703,UPTON MAGNA,,Wales
86978,UPWEY,UPW,Wessex
15705,URLAY NOOK CROSSOVER,,North & East
33095,URMSTON,URM,North West
03018,USAN,,Scotland
76118,USKMOUTH POWER STATION,,Wales
43605,UTTOXETER,UTT,East Midlands
43608,UTTOXETER DOWN GOODS LOOP,,East Midlands
43604,UTTOXETER ENGINEERS SDG,,East Midlands
43607,UTTOXETER SIGNAL BOX,,East Midlands
43606,UTTXTRPYD,,East Midlands
52087,VALENCE ROAD,,Anglia
00227,VALENCIA,,High Speed
00757,VALENTON YARD,,High Speed
00245,VALLADOLID,,High Speed
40012,VALLEY,VAL,Wales
25806,VALLEY CENTERTAINMENT,VAE,North & East
40011,VALLEY NUCLEAR ELECTRIC,,Wales
87214,VAUXHALL,VXH,Wessex
65640,VAUXHALL JN (WEST MIDS),,Central
00403,VELIM TEST TRACK,,High Speed
43225,VIADUCT SIDINGS,,West Coast South
87202,VICTORIA,,Sussex
87197,VICTORIA (BALLAST),,Sussex
87196,VICTORIA C.H.S.,XVC,Sussex
87192,VICTORIA GROSVENOR ENT-EXT,,Kent
52041,VICTORIA PARK JUNCTION,,Anglia
87195,VICTORIA SIGNAL VS35,,Kent
87191,VICTORIA SIGNAL VS45,,Kent
87190,VICTORIA SIGNAL VS47,,Kent
87194,VICTORIA SIG VS808,,Kent
07423,VIEWPARK COLAS,,Scotland
07421,VIEWPARK SDGS,,Scotland
07422,VIEWPARK SDG UDNGSTN LAFRG,,Scotland
87106,VIRGINIA WATER,VIR,Wessex
87022,VIRGINIA WATER SIGNAL 2217,,Wessex
87112,VIRGINIA WATER SIGNAL F491,,Wessex
31134,VITRIOL WORKS,,North West
00335,VITTUONE-ARLUNO,,High Speed
87208,VOLTAIRE ROAD JN.,XVJ,Kent
70343,WADDESDON MANOR,,Central
87662,WADDON,WDO,Sussex
89392,WADHURST,WAD,Kent
89384,WADHURST NO 3 CROSSOVER,,Kent
89388,WADHURST SIGNAL AD432D,,Kent
89382,WADHURST SIG PE425,,Kent
89381,WADHURST TUNNEL SOUTH,,Kent
25371,WADSLEY BRIDGE RECP.,WBG,North & East
89387,WAHURST SIGNAL AD432,,Kent
44225,WAINFLEET,WFL,East Midlands
18061,WAKEFIELD EAST JN,,North & East
17197,WAKEFIELD EUROPORT,,North & East
17198,WAKEFIELD EUROPORT C&W RFD,,North & East
17201,WAKEFIELD EUROPORT FLINERS,,North & East
17202,WAKEFIELD EUROPORT GBRF,,North & East
17199,WAKEFIELD EUROTERMINAL GF,,North & East
18058,WAKEFIELD KIRKGATE,WKK,North & East
18063,WAKEFIELD KIRKGATE GOODS LOOP,,North & East
18057,WAKEFIELD KIRKGATE S&TE,,North & East
18050,WAKEFIELD SIGNAL K1217,,North & East
18049,WAKEFIELD SIGNAL K1219,,North & East
18066,WAKEFIELD W. CAR COMPOUNDS,,North & East
18067,WAKEFIELD WESTGATE,WKF,North & East
18056,WAKEFIELD WESTGATE SIG 249,,North & East
18060,WAKEFIELD WESTGATE SOUTH JN,,North & East
18059,WAKEFIELD WEST JN,,North & East
18052,WAKEFIELD WEST SIG K1209,,North & East
18051,WAKEFIELD WEST SIG K1211,,North & East
35142,WALKDEN,WKD,North West
23504,WALKERINGHAM B.P.A.,,North & East
38018,WALLASEY GROVE ROAD,WLG,North West
38016,WALLASEY VILLAGE,WLV,North West
86080,WALLERS ASH LOOP,,Wessex
87663,WALLINGTON,WLT,Sussex
07142,WALLNEUK JUNCTION,,Scotland
04809,WALLYFORD,WAF,Scotland
89467,WALMER,WAM,Kent
65553,WALSALL,WSL,Central
65554,WALSALL BROOK THROUGH SDG,,Central
65555,WALSALL FREIGHT TERMINAL,,Central
65557,WALSALL MID YD BLI CEMENT,,Central
65558,WALSALL SIGNAL DR1362,,Central
65550,WALSALL TAMPER SIDINGS,,Central
65556,WALSALL TASKER ST PDC,,Central
31039,WALSDEN,WDN,North West
51912,WALTHAM CROSS,WLC,Anglia
52733,WALTHAMSTOW CENTRAL,WHC,Anglia
51553,WALTHAMSTOW QUEENS ROAD,WMW,Anglia
36495,WALTON & ANFIELD,,North West
36055,WALTON JN,,North West
36029,WALTON (MERSEYSIDE),WAO,North West
35552,WALTON OLD JN.,,North West
35553,WALTON OLD JN M.S.C. SDGS,,North West
35551,WALTON OLD JN YARD,,North West
86004,WALTON-ON-THAMES,WAL,Wessex
50011,WALTON-ON-THE-NAZE,WON,Anglia
19035,WALTON STREET JN,,North & East
07979,WAMPHRAY G.F.,,Scotland
87016,WANBOROUGH,WAN,Wessex
87220,WANDSWORTH COMMON,WSW,Sussex
87207,WANDSWORTH ROAD,WWR,Kent
87275,WANDSWORTH ROAD SIG VS84,,Sussex
87153,WANDSWORTH TOWN,WNT,Wessex
51545,WANSTEAD PARK,WNP,Anglia
74327,WANTAGE ROAD,,Western
52090,WAPPING (ELL),WPE,Private Railway
86342,WARBLINGTON,WBL,Wessex
09428,WARCOP,,North West
13143,WARDLEY OPENCAST DP (FHH),,East Coast
13142,WARDLEY RJB MINING,,East Coast
51707,WARE,WAR,Anglia
86964,WAREHAM,WRM,Wessex
86963,WAREHAM DOWN SIDING,XGA,Wessex
86960,WAREHAM SIG 17,,Wessex
86966,WAREHAM SIGNAL WR22,,Wessex
86946,WAREHAM SIG PW5242,,Wessex
86962,WAREHAM UP SIDINGS,,Wessex
74028,WARGRAVE,WGV,Western
82114,WARMINSTER,WMN,Western
82116,WARMINSTER MOD (ARMY) SDGS,,Western
82120,WARMINSTER MOD  GBRF,,Western
82113,WARMINSTER UP SIDING,,Western
87939,WARNHAM,WNH,Sussex
35544,WARRCLPPM,,North West
35512,WARRDALLN,,North West
35524,WARRINGTN,,North West
35547,WARRINGTN,,North West
35560,WARRINGTN,,North West
35545,WARRINGTON ARPLEY HOLE,,North West
35557,"WARRINGTON ARPLEY NACCO RDS 8,9,10",,North West
35531,WARRINGTON BANK QUAY,WBQ,North West
36711,WARRINGTON CENTRAL,WAC,North West
36712,WARRINGTON CENTRAL CS,,North West
35522,WARRINGTON C.E. SDGS,,North West
35546,WARRINGTON FUELLING APRON,,North West
35534,WARRINGTON LATCHFORD SDGS (DBS),,North West
35535,WARRINGTON LATCHFORD SDGS (FLHH),,North West
35507,WARRINGTON ROYAL MAIL (EW),,North West
35508,WARRINGTON ROYAL MAIL (GB),,North West
35554,WARRINGTON WALTN OLD J PPM PT,,North West
35556,WARRINGTON WALTON OLD JN (FLHH),,North West
36713,WARRINGTON WEST,WAW,North West
35523,WARRNFOS,,North West
35549,WARRTARPD,,North West
35548,WARRTNARP,,North West
35513,WARRTN DL,,North West
35540,WARR YDS,,North West
00402,WARSAW (POLAND),,High Speed
28115,WARSOP UP SDGS,,North & East
66437,WARWICK,WRW,Central
69315,WARWICK PARKWAY,WRP,Central
66319,WASHWOOD HEATH C.C.E.,,Central
66317,WASHWOOD HEATH CE SIDINGS,,Central
66313,WASHWOOD HEATH DOWN SDGS,,Central
66314,WASHWOOD HEATH EAST JN,,Central
66308,WASHWOOD HEATH (HEARTLDS PK),,Central
66310,WASHWOOD HEATH LSRD26,,Central
66315,WASHWOOD HEATH MET.CAMMEL,XXE,Central
66309,WASHWOOD HEATH PPM PT,,Central
66316,WASHWOOD HEATH R.M.C.,,Central
66318,WASHWOOD HEATH RMC GBRF,,Central
66332,WASHWOOD HEATH UP GOODS LOOP,,Central
66299,WASHWOOD HEATH UP SDG GBRF,,Central
66312,WASHWOOD HEATH UP SIDINGS,,Central
66311,WASHWOOD HEATH WEST JN,,Central
83016,WATCHET,WCT,Private Railway
47051,WATERBEACH,WBC,Anglia
89325,WATERINGBURY,WTR,Kent
87210,WATERLOO (BALLAST),,Wessex
87211,WATERLOO C.H.S.,XWA,Wessex
72351,WATERLOO LUL,ZWA,Private Railway
36069,WATERLOO (MERSEYSIDE),WLO,North West
87269,WATERLOO SIG 912,,Wessex
87286,WATERLOO WEST CROSSINGS,,Wessex
66291,WATER ORTON,WTO,Central
66292,WATER ORTON WEST JN,,Central
08633,WATERSIDE,,Scotland
80104,WATERSTON SDGS,,Wales
33102,WATER STREET JN,,North West
65812,WATERY LANE,,Central
41133,WATERY RD,,Wales
72002,WATFORD HIGH STREET,WFH,West Coast South
71044,WATFORD JN. C.S.,,West Coast South
71040,WATFORD JUNCTION,WFJ,West Coast South
72000,WATFORD JUNCTION DC,,West Coast South
70085,WATFORD LODGE (LONGBUCKBY),,West Coast South
71045,WATFORD LONDON CONCRETE GBRF,,West Coast South
71046,WATFORD LONDON CON (FLHH),,West Coast South
71039,WATFORD NORTH,WFN,West Coast South
71042,WATFORD NORTH JN,,West Coast South
71041,WATFORD SOUTH JCN,,West Coast South
70375,WATFORD SOUTH JN_(MET),,The Chiltern Railway Co Ltd
71059,WATFORD STADIUM,,West Coast South
71057,WATFORD WEST,,West Coast South
71043,WATFORD YARD ( LDN CONCRETE),,West Coast South
09027,WATH,,Scotland
46252,WATLINGTON,WTG,Anglia
46247,WATLINGTON SIG MR2,,Anglia
01004,WATTEN,,Scotland
53230,WATTON-AT-STONE,WAS,East Coast
78509,WAUN-GRON PARK,WNG,TfW Cardiff Valleys
36184,WAVERTREE JN,,North West
36181,WAVERTREE P.C.D. (OOU),XWT,North West
36599,WAVERTREE TECHNOLOGY PARK,WAV,North West
09224,WAVER VIADUCT,,North West
26203,W.BURTON FLYASH SDGS,,North & East
26202,W.BURTON MAINLINE C&W,,North & East
11500,WCOASTRLY,,North West
87257,WDON PK D NO.1 UCS,,Wessex
73769,W DRAYTON HANSON AGG (FLH),,Western
31737,WEASTE,,North West
31738,WEASTE TARMAC COLAS,,North West
35591,WEAVER JN,XYJ,North West
35592,WEAVER JUNCTION UPL,,North West
59259,WEAVER JUNCTION UPL,,East Midlands
16222,WEAVERTHORPE LC,,North & East
43305,WEDGWOOD,WED,West Coast South
70050,WEEDON,XWZ,West Coast South
50025,WEELEY,WEE,Anglia
17107,WEETON,WET,North & East
66526,WEIGHTS LANE JN,,Central
28122,WELBECK COLLIERY,,North & East
28125,WELBECK COLLIERY C&W,,North & East
28123,WELBECK COLLIERY (FLHH),,North & East
28124,WELBECK COLLIERY (GBRF),,North & East
28121,WELBECK COLLIERY JN,,North & East
28120,WELBECK COLLIERY RUN ROUND,,North & East
53801,WELHAM GREEN,WMG,East Coast
88419,WELLING,WLI,Kent
61100,WELLINGBOROUGH,WEL,East Midlands
61103,WELLINGBOROUGH DOWN SIDING,,East Midlands
61104,WELLINGBOROUGH DS GBRF,,East Midlands
61091,WELLINGBOROUGH ENGS SDGS,,East Midlands
61113,WELLINGBOROUGH NEILSON SDG,,East Midlands
61106,WELLINGBOROUGH NORTH JN,,East Midlands
61114,WELLINGBOROUGH SIG BK6069,,East Midlands
61112,WELLINGBOROUGH SIG BK6070,,East Midlands
61115,WELLINGBOROUGH SIG LR607,,East Midlands
61098,WELLINGBOROUGH SI K6065,,East Midlands
61109,WELLINGBOROUGH SOUTH JN,,East Midlands
61111,WELLINGBOROUGH UP SIDING,,East Midlands
61101,WELLINGBOROUGH UP T.C.,,East Midlands
61108,WELLINGBOROUGH UP TC EXIT,,East Midlands
61102,WELLINGBOROUGH UP TC GBRF,,East Midlands
61107,WELLINGBOROUGH US GBRF RP,,East Midlands
61099,WELLINGBRO' DN GOODS LOOP,,East Midlands
61105,WELLINGBRO UP SDGS RP RD7,,East Midlands
64813,WELLINGTON (SHROPSHIRE),WLN,Central
83021,WELLINGTON (SOMERSET),,Western
83022,WELLINGTON SOMERSET XOVER,,Western
89374,WELLS TUNNEL JN.,,Kent
64304,WELSHPOOL,WLP,Wales
01120,WELSHS BRIDGE,,Scotland
70042,WELTON,,West Coast South
44046,WELTON B.P.,,East Midlands
53401,WELWYN GARDEN CITY,WGC,East Coast
53225,WELWYN GARDEN CITY SG K185,,East Coast
53404,WELWYN GARDEN CITY SIG K622,,East Coast
53403,WELWYN G.C C.S.D.,XYW,East Coast
53405,WELWYN G.C. F.D.,,East Coast
53402,WELWYN G.C. REV. SDGS.,,East Coast
53406,WELWYN GDN CITY K167,,East Coast
53400,WELWYN GDN CITY K168/169,,East Coast
53407,WELWYN GDN CITY SIG K180,,East Coast
53399,WELWYN GDN CITY SIG K184,,East Coast
53229,WELWYN NORTH,WLW,East Coast
42231,WEM,WEM,Wales
72113,WEMBCSLHS,,West Coast South
72217,WEMBLEY 781/783 & 756/758,,West Coast South
72021,WEMBLEY CENTRAL,WMB,West Coast South
72020,WEMBLEY CENTRAL DC,,West Coast South
72022,WEMBLEYCR,,West Coast South
72116,WEMBLEY C SDGS LOROL,,West Coast South
63008,WEMBLEY GCJ,,Central
72023,WEMBLEY H.S.,,West Coast South
72111,WEMBLEY INTER CITY DEPOT,XWF,West Coast South
63002,WEMBLEY LMD,XWY,Central
72117,WEMBLEY NY NO 1 ROAD,,West Coast South
72118,WEMBLEY NY NO 2 ROAD,,West Coast South
72119,WEMBLEY NY NO 3 ROAD,,West Coast South
72120,WEMBLEY NY NO 4 ROAD,,West Coast South
72121,WEMBLEY NY NO 5 ROAD,,West Coast South
72122,WEMBLEY NY NO 6 ROAD,,West Coast South
72123,WEMBLEY NY NO 7 ROAD,,West Coast South
72024,WEMBLEY RECEPTIONS 1 TO 7,,West Coast South
63007,WEMBLEY SIDING,,Central
72030,WEMBLEY SIGNAL 829/931,,West Coast South
72015,WEMBLEY SIGNALS WM827/829,,West Coast South
72014,WEMBLEY SIGNALS WM929/931,,West Coast South
63006,WEMBLEY STADIUM,WCX,Central
62998,WEMBLEY STADIUM SIDING,,Central
72109,WEMBLEY TC CTR CS (FL),,West Coast South
72104,WEMBLEY TC WHEEL LATHE (FL),,West Coast South
72112,WEMBLEY TRAINCARE CENTRE CS,,West Coast South
72102,WEMBLEY WHEEL LATHE,,West Coast South
72026,WEMBLEY YARD  (NR),,West Coast South
72124,WEMBLEY YARD SIG 145,,West Coast South
72125,WEMBLEY YARD SIG 190,,West Coast South
72115,WEMBLEY YARD SOUTH JN.,,West Coast South
72101,WEMBLYHRS,,West Coast South
07001,WEMYSS BAY,WMS,Scotland
07007,WEMYSS BAY JN,,Scotland
07003,WEMYSS BAY JN SIG 73,,Scotland
70359,WENDOVER,WND,Central
11561,WENNINGTON,WNN,North West
51349,WENNINGTON CROSSOVER,XXU,High Speed
15905,WENSLEY (TEST),,Private Railway
48219,WENSUM JNUCTION,,Anglia
77110,WENTLOOG (DRS),,Wales
77085,WENTLOOG (FREIGHTLINERS),,Wales
77083,WENTLOOG FRHT TRMNAL (EWS),,Wales
77081,WENTLOOG GBRF,,Wales
77079,WENTLOOG SIG C602,,Wales
45018,WERRINGTON JN,,East Midlands
45017,WERRINGTON JUNCTION P500,,East Midlands
36187,WEST ALLERTON,WSA,North West
12233,WEST BLYTH RECP.,,North & East
72282,WESTBOURNE PARK CS,,Private Railway
72262,WESTBOURNE PARK (GBRF),,Western
73823,WESTBOURNE ROAD JN,,Anglia
72243,WEST BROMPTON,WBP,Sussex
82097,WESTBRYDY,,Western
82088,WESTBRYLF,,Western
82090,WESTBRYLF,,Western
82096,WESTBRYVQ,,Western
26195,WEST BURTON EAST JUNCTION,,North & East
26199,WEST BURTON (GBRF) C&W,,North & East
26201,WEST BURTON POWER STATION,,North & East
26196,WEST BURTON PS (COLAS),,North & East
26200,WEST BURTON PS (FHH),,North & East
26206,WEST BURTON PS (GBRF),,North & East
26205,WEST BURTON RUGBY ASH,,North & East
26204,WEST BURTON WEST JN.,,North & East
82101,WESTBURY,WSB,Western
82230,WESTBURY,,NONE
82087,WESTBURY CEMENT SIDINGS,,Western
82091,WESTBURY CEMENT WORKS EWS,,Western
82102,WESTBURY DMU SIDINGS,,Western
82082,WESTBURY DOWN RECEP,,Western
82100,WESTBURY DOWN T.C.,,Western
82111,WESTBURY DOWN TC GBRF,,Western
82104,WESTBURY DOWN TC HEADSHUNT,,Western
82103,WESTBURY DOWN TROWBRIDGE SDG,,Western
82106,WESTBURY GROUND POS W732,,Western
82108,WESTBURY GROUND SIG 707,,Western
82109,WESTBURY GROUND SIG 722,,Western
82107,WESTBURY GROUND SIGNAL 753,,Western
82098,WESTBURY ISU (CE),,Western
64301,WESTBURY L C (SALOP),,Wales
82099,WESTBURY L.I.P.,,Western
64298,WESTBURY (SALOP) DOWN,,Wales
64296,WESTBURY (SALOP) UP,,Wales
82083,WESTBURY SIGNAL W105,,Western
82110,WESTBURY SIGNAL W699,,Western
82089,WESTBURY TARMAC,,Western
82084,WESTBURY TARMAC COLAS,,Western
82095,WESTBURY UP RECP,,Western
82081,WESTBURY UP T.C,,Western
82112,WESTBURY UP TC GBRF,,Western
82093,WESTBURYY,,Western
82094,WESTBURYY,,Western
82240,WESTBYAGG,,Western
86023,WEST BYFLEET,WBY,Wessex
04101,WEST CALDER,WCL,Scotland
04099,WEST CALDER DN REFUGE SDG,,Scotland
04100,WEST CALDER SIG EJ994,,Scotland
38382,WEST CHESHIRE JN,,North West
51009,WESTCLIFF,WCF,Anglia
88437,WESTCOMBE PARK,WCB,Kent
87651,WEST CROYDON,WCY,Sussex
87650,WEST CROYDON SIGNAL T1041,,Sussex
87649,WEST CROYDON SIG T1048,,Sussex
87652,WEST CROYDON TURNBACK,,Sussex
73780,WEST DRAYTON,WDT,Western
73781,WEST DRAYTON A.R.C.,,Western
73782,WEST DRAYTON EAST,,Western
73808,WEST DRAYTON FRAYS SIDINGS,,Western
73779,WEST DRAYTON JCN,,Western
73783,WEST DRAYTON T.C.,,Western
73798,WEST DRAYTON TC GBRF,,Western
73794,WEST DRAYTON UP GOODS LOOP,,Western
88273,WEST DULWICH,WDU,Kent
73255,WEST EALING,WEA,Western
73259,WEST EALING EMU SIDINGS,,Western
73256,WEST EALING ISU (CE),,Western
73258,WEST EALING JUNCTION,,Western
73254,WEST EALING LOOP,,Western
73257,WEST EALING PLASSER SDGS,,Western
89743,WESTENHANGER,WHA,Kent
89574,WESTENHANGER CROSSOVERS,XXX,High Speed
49151,WESTERFIELD,WFI,Anglia
04116,WESTER HAILES,WTA,Scotland
81106,WESTERLEIGH ISU (CE),,Western
81107,WESTERLEIGH JN,,Western
81105,WESTERLEIGH PUMA,,Western
81123,WESTERLEIGH PUMA GBRF,,Western
89028,WESTERN JN (SITTINGBOURNE),,Kent
06221,WESTERTON,WES,Scotland
06307,WESTERTON JN SIG YH536,,Scotland
06308,WESTERTON SIG YH533,,Scotland
06309,WESTERTON SIG YH534,,Scotland
03246,WESTFIELD OPENCAST,,Scotland
89478,WESTGATE-ON-SEA,WGA,Kent
52702,WEST HAM,WEH,Anglia
52249,WEST HAM LOW LEVEL,,NONE
52250,WEST HAM LT,ZWZ,NONE
72416,WEST HAMPSTEAD,WHD,Anglia
63454,WEST HAMPSTEAD DCL,,East Midlands
63452,WEST HAMPSTEAD NORTH JN.,,East Midlands
62007,WEST HAMPSTEAD SIGNAL 467,,East Midlands
62018,WEST HAMPSTEAD SIGNAL 599,,East Midlands
62019,WEST HAMPSTEAD SIGNAL 601,,East Midlands
63449,WEST HAMPSTEAD SOUTH JN,,East Midlands
63451,WEST HAMPSTEAD THAMESLINK,WHP,East Midlands
44030,WEST HOLMES JN,,East Midlands
51305,WEST HORNDON,WHR,Anglia
25828,WESTHORPE (BEIGHTON) S1028,,North & East
25829,WESTHORPE (BEIGHTON) S1029,,North & East
25830,WESTHORPE (BEIGHTON) S1030,,North & East
25832,WESTHORPE (BEIGHTON) S1033,,North & East
25833,WESTHORPE (BEIGHTON) S1034,,North & East
35125,WESTHOUGHTON,WHG,North West
31641,WESTHOUGHTON METAL BOX,,North West
08202,WEST KILBRIDE,WKB,Scotland
38001,WEST KIRBY,WKI,North West
38003,WEST KIRBY SIDING NO 2,,North West
38002,WEST KIRBY SIGNAL 597,,North West
87217,WEST LONDON JN,,Wessex
89410,WEST MALLING,WMA,Kent
87622,WEST NORWOOD,WNW,Sussex
87630,WEST NORWOOD JN,,Sussex
81909,WESTON MILTON,WNM,Western
41409,WESTON RHYN,,Wales
81911,WESTON-SUPER-MARE,WSM,Western
19039,WEST PARADE NORTH JN,,North & East
81104,WESTRLEIGH A.C.C. R.T.S.,,Western
73425,WEST RUISLIP,WRU,Central
73453,WEST RUISLIP HS2 GBRF,,Central
73452,WEST RUISLIP HS2 TERMINAL,,Central
73426,WEST RUISLIP ISU (CE),,Central
73424,WEST RUISLIP L.U.L. DEPOT,,Central
73423,WEST RUISLIP LUL DEPOT (GBRF),,Central
73428,WEST RUISLIP SIGNAL ME579,,Central
73427,WEST RUISLIP SIGNAL ME594,,Central
48006,WEST RUNTON,WRN,Anglia
12239,WEST SLEEKBURN JUNCTION,,North & East
88279,WEST ST LEONARDS,WLD,Kent
87673,WEST SUTTON,WSU,Sussex
25835,WESTTHORPE RUN ROUND,,North & East
25836,WESTTHORPE RUN ROUND (FHH),,North & East
51320,WEST THURROCK HEADSHUNT,,Anglia
51321,WEST THURROCK JN,,Anglia
51323,WEST THURROCK SDGS (EWS),,Anglia
51322,WEST THURROCK SDGS (FLHH),,Anglia
51324,WEST THURROCK SIDINGS GBRF,,Anglia
88327,WEST WICKHAM,WWI,Kent
88111,WEST WORTHING,WWO,Sussex
88112,WEST WORTHING SHED,,Sussex
88113,WEST WORTHING SHED,XWW,Sussex
73506,WEST WYCOMBE,,Central
13299,WETHERAL,WRL,North & East
86005,WEYBRIDGE,WYB,Wessex
86007,WEYBRIDGE SIG.WK1102,,Wessex
86981,WEYMOUTH,#MULTIVALUE,Wessex
86982,WEYMOUTH JERSEY SIDING,XGB,Wessex
86988,WEYMOUTH JN,,Wessex
86987,WEYMOUTH JUBILEE SDG,,Wessex
86983,WEYMOUTH QUAY,WYQ,Wessex
86989,WEYMOUTH SIG DR 194,,Wessex
32546,WHALEY BRIDGE,WBR,North West
29144,WHALLEY,WHE,North West
63990,W HAMPSTD,,East Midlands
82203,WHATLEY Q,,Western
82202,WHATLEY QUARRY,,Western
82201,WHATLEY QUARRY F LINER HH,,Western
82210,WHATLEY QUARRY GBRF,,Western
88210,WHATLEY QUARRY GBRF,,Sussex
82211,WHATLEY TMD,,Western
82212,WHATLEY TMD (FHH),,Western
57011,WHATSTANDWELL,WTS,East Midlands
52747,WHELER STREET JN,,Private Railway
07337,WHIFFLET,,Scotland
07342,WHIFFLET,WFF,Scotland
07346,WHIFFLET LOOP,,Scotland
07340,WHIFFLET NORTH JN,,Scotland
07344,WHIFFLET SOUTH JN,,Scotland
83460,WHIMPLE,WHM,Wessex
07006,WHINHILL,WNL,Scotland
59130,WHISSENDINE L.C.,,East Midlands
35437,WHISTON,WHN,North West
66213,WHITACRE DOWN ARLEY LOOP,,Central
66211,WHITACRE JN,XQW,Central
66212,WHITACRE TAMPER SIDINGS,,Central
11208,WHITBECK,,North West
15531,WHITBY,WTB,North & East
78383,WHITCHURCH (CARDIFF),WHT,TfW Cardiff Valleys
86071,WHITCHURCH (HANTS),WCH,Wessex
42221,WHITCHURCH (SALOP),WTC,Wales
83028,WHITEBALL,,Western
52085,WHITECHAPEL CROSSRAIL,WHX,Private Railway
52084,WHITECHAPEL (ELL),ZLW,Private Railway
07563,WHITECRAIGS,WCR,Scotland
17135,WHITEHALL JN,,North & East
17142,WHITEHALL ROAD GF,,North & East
51951,WHITE HART LANE,WHL,Anglia
10101,WHITEHAVEN,WTH,North West
43324,WHITEHOUSE JN,,West Coast South
15619,WHITEHOUSE JN.(TEESSIDE),,North & East
73504,WHITEHOUSE TUNNEL,,Central
46202,WHITEMOOR L.D.C EWS,,Anglia
46203,WHITEMOOR REPAIR PT GBRF,,Anglia
46201,WHITEMOOR YARD GBRF,,Anglia
46200,WHITEMOOR YARD L.D.C GBRF,,Anglia
50208,WHITE NOTLEY,WNY,Anglia
82242,WHITES CROSSING SDG,,Western
80303,WHITLAND,WTL,Wales
80302,WHITLAND DOWN SIDINGS,,Wales
80304,WHITLAND SIG W34,,Wales
18008,WHITLEY BRIDGE,WBD,North & East
48218,WHITLINGHAM JN,XWH,Anglia
66444,WHITLOCKS END,WTE,Central
66448,WHITLOCKS END SIG TB1473,,Central
42309,WHITMORE,,West Coast South
46137,WHITSEADS,,Anglia
89489,WHITSTABLE,WHI,Kent
89490,WHITSTABLE LON END XOVER,,Kent
64119,WHITTINGTON,,Wales
64121,WHITTINGTON OIL DEPOT,,Wales
46138,WHITTLESEA,WLE,Anglia
47322,WHITTLESFORD DGL,,Anglia
47303,WHITTLESFORD PARKWAY,WLF,Anglia
47301,WHITTLESFORD RECP.,,Anglia
47232,WHITTLESFORD SIG CA540,,Anglia
