STANOX_NO,FULL_NAME,CRS_CODE,Route_Description
14033,SUNDERLAND SOUTH JN,,East Coast
14036,SUNDERLAND WARD BROS,,East Coast
62206,SUNDON SOUTH JN,,East Midlands
62207,SUNDON UP LOOP,,East Midlands
88470,SUNDRIDGE PARK,SUP,Kent
87104,SUNNINGDALE,SNG,Wessex
57451,SUNNYHILL,,East Midlands
87109,SUNNYMEADS,SNY,Wessex
07317,SUNNYSIDE JN,,Scotland
87171,SURBITON,SUR,Wessex
87172,SURBITON E.T.C.,,Wessex
87175,SURBITON SIGNAL WK534,,Wessex
87176,SURBITON SIG WK1106,,Wessex
87577,SURREY CANAL JN,,Kent
87576,SURREY CANAL ROAD (ELL),SCE,Private Railway
87572,SURREY QUAYS,SQE,Private Railway
06000,SUSSEX ROUTE (B),,NONE
82348,SUTTON BINGHAM,,Wessex
64231,SUTTON BRIDGE JN,,Wales
64236,SUTTON BRIDGE JN SIG 15,,Wales
64238,SUTTON BRIDGE JN SIG 34,,Wales
65603,SUTTON COLDFIELD,SUT,Central
87339,SUTTON COMMON,SUC,Sussex
35441,SUTTON OAK H.CHEMICALS,,North West
65531,SUTTON PARK,,Central
56237,SUTTON PARKWAY,SPK,East Midlands
87672,SUTTON SIGNAL VC193,,Sussex
87671,SUTTON (SURREY),SUO,Sussex
57804,SWADLINCOTE G.F.,,East Midlands
58031,SWAINS PARK OPENCAST D.P.,,East Midlands
48993,SWAINSTHORPE L.C.,,Anglia
89111,SWALE,SWL,Kent
13514,SWALWELL JN,,North & East
86969,SWANAGE,SGE,Private Railway
86957,SWANAGE LMD (GBRF),,Wessex
88486,SWANLEY,#MULTIVALUE,Kent
88544,SWANLEY SIGNAL VS637,,Kent
88496,SWANLEY SIG VS631,,Kent
88511,SWANLEY SIG VS638,,Kent
88520,SWANLY656,,Kent
58037,SWANNINGTON L.C.,,East Midlands
88705,SWANSCOMBE,SWM,Kent
79304,SWANSEA,SWA,Wales
79231,SWANSEABS,,Wales
79236,SWANSEABS,,Wales
79237,SWANSEABS,,Wales
79251,SWANSEABS,,Wales
79230,SWANSEA BURROWS S.S.,,Wales
79229,SWANSEA BURROWS SS GBRF,,Wales
79223,SWANSEA DKS ABP NON SHIPMT,,Wales
79222,SWANSEA DOCKS,SWF,Wales
79224,SWANSEA DOCKS ABP SHIPMENT,,Wales
79311,SWANSEA IEP MAINTENANCE ROAD,,Wales
79312,SWANSEA IEP WASH ROAD,,Wales
79303,SWANSEA LOOP EAST,,Wales
79306,SWANSEA LOOP WEST,,Wales
79302,SWANSEA MAILPLANT IEP DPT,,Wales
79305,SWANSEA MALIPHANT CSD,XMA,Wales
79310,SWANSEA PT3163 (CL),,Wales
79301,SWANSEA PT537,,Wales
79308,SWANSEA PT7571 (DM),,Wales
79307,SWANSEA PT7573 (UM),,Wales
79309,SWANSEA PT7592 (DM),,Wales
79233,SWANSEA TRAIN EXAM POINT,,Wales
29134,SWAN SIDE VIADUCT,,North West
86225,SWANWICK,SNW,Wessex
56516,SWANWICK JUNCTION,,East Midlands
86909,SWAY,SWY,Wessex
86497,SWAYTHLING,SWG,Wessex
75001,SWDNNEWWK,,Western
44073,SWINDERBY,SWD,East Midlands
75014,SWINDNWKS,,Western
75004,SWINDON,,Western
75012,SWINDON,SWI,Western
75016,SWINDON,,Western
75009,SWINDONAS,,Western
75005,SWINDON AUSTIN ROVER GRP,,Western
75002,SWINDON COCKLEBURY,,Western
75007,SWINDON EMR DISPOSALS,,Western
75024,SWINDON EMR GBRF,,Western
75000,SWINDONFD,,Western
75006,SWINDONFD,,Western
75013,SWINDON F.P.,,Western
75017,SWINDON HAWKSWORTH SIDINGS,,Western
75021,SWINDON LONDON END,,Western
75023,SWINDON SIG SW1212,,Western
74336,SWINDON SOUTH MARSTON JN,,Western
75011,SWINDON STORES,,Western
74998,SWINDON STORES (GBRF),,Western
74999,SWINDON STRATTON GREEN,,Western
75010,SWINDON TRANSFER,XSJ,Western
75015,SWINDON WEST LOOP,,Western
44205,SWINESHEAD,SWE,East Midlands
05039,SWING BRIDGE EAST,,Scotland
35146,SWINTON,SNN,North West
24109,SWINTON JN,,North & East
24108,SWINTON (S.YORKS),SWN,North & East
87626,SYDENHAM,SYD,Sussex
88278,SYDENHAM HILL,SYH,Kent
07969,SYMINGTON G.F.,,Scotland
87143,SYON LANE,SYL,Wessex
59024,SYSTON,SYS,East Midlands
59021,SYSTON EAST JN,,East Midlands
59020,SYSTON NORTH JN,,East Midlands
59022,SYSTON SOUTH JN,,East Midlands
74605,TACKLEY,TAC,Western
87708,TADWORTH,TAD,Sussex
78220,TAFFS WELL,TAF,TfW Cardiff Valleys
01044,TAIN,TAI,Scotland
01045,TAIN C.E.,,Scotland
40103,TALACRE,,Wales
64313,TALERDDIG,,Wales
45004,TALLINGTON DOWMAC,,East Coast
45007,TALLINGTON (GBRF),,East Coast
45002,TALLINGTON JN.,,East Coast
44997,TALLINGTON JN P541,,East Coast
45011,TALLINGTON JUNCTION SIG P544,,East Coast
45003,TALLINGTON REDLAND AGGS,,East Coast
45015,TALLINGTON SIG P534,,East Coast
45014,TALLINGTON SIG P544,,East Coast
44996,TALLINGTON TARMAC DBC,,East Coast
64425,TALSARNAU,TAL,Wales
64416,TALYBONT,TLB,Wales
40057,TAL-Y-CAFN,TLC,Wales
65671,TAME BRIDGE PARKWAY,TAB,Central
66002,TAMWORTH HL,TAH,Central
66001,TAMWORTH HL CE SDGS,,Central
69001,TAMWORTH LOW LEVEL,TAM,West Coast South
07261,TANK ROAD,,Scotland
88429,TANNERS HILL TUNNEL JUNCTION,,Kent
74001,TAPLOW,TAP,Western
27272,TAPTON JN,,North & East
32523,TARMAC SDGS (MAN AIRPORT),,North West
00223,TARRAGONA,,High Speed
87707,TATTENHAM CORNER,TAT,Sussex
87714,TATTENHAM CORNER C.H.S.,,Sussex
87696,TATTENHAM CORNER SIG T1385,,Sussex
83009,TAUNTON,TAU,Western
83012,TAUNTON CIDER SDG,,Western
83007,TAUNTON EAST JN,,Western
83001,TAUNTONFD,,Western
83000,TAUNTON GDS RECP,,Western
83005,TAUNTON ISU (CE),,Western
83013,TAUNTON SIG 483,,Western
83002,TAUNTON SIG 604,,Western
83015,TAUNTON SIG 608,,Western
83004,TAUNTON SIG E619,,Western
83017,TAUNTON SIGNAL E481,,Western
84082,TAVISTJPD,,Western
84081,TAVISTOCK JN,,Western
03065,TAY BRIDGE DOWN REFUGE SDG,,Scotland
03072,TAY BRIDGE HIGH GIRDERS NORTH,,Scotland
03074,TAY BRIDGE HIGH GIRDERS SOUTH,,Scotland
03066,TAY BRIDGE SOUTH,,Scotland
06048,TAYNUILT,TAY,Scotland
06049,TAYNUILT C.E.,,Scotland
06072,TAYNUILT GF,,Scotland
09330,TEBAY,XIT,North West
09331,TEBAY ISU (CE),,North West
87159,TEDDINGTON,TED,Wessex
15634,TEES DOCK BSC EXPORT BERTH,,North & East
15633,TEES DOCK CAR TERMINAL,,North & East
15635,TEES DOCK CLEVELAND POTASH,,North & East
15632,TEES DOCK COAL LDG AREA,,North & East
15623,TEES DOCK EXPORT BERTH DBS,,North & East
15622,TEES DOCK GBRF,,North & East
15400,TEES N.Y.,,North & East
15402,TEES SHOPS EWS C&W,,North & East
15711,TEES-SIDE AIRPORT,TEA,North & East
15410,TEES SIGNAL TY137,,North & East
15404,TEES YARD,,North & East
15411,TEES YARD DN STAGING GBRF,,North & East
15406,TEES YARD EAST END,,North & East
15403,TEES YARD EWS C&W GRADING,,North & East
15399,TEES YARD FUELLING POINT,,North & East
15409,TEES YARD SECTIONAL SDGS RP,,North & East
15412,TEES YARD SIGNAL TY156,,North & East
15318,TEES YD DN STAGING SDS (FLHH),,North & East
83626,TEIGNGRACE,,Western
83607,TEIGNMOUTH,TGM,Western
64827,TELFORD CENTRAL,TFC,Central
25104,TEMPLEBORO' B.S.C. RECP.,,North & East
82338,TEMPLECOMBE,TMC,Wessex
16480,TEMPLE HIRST JN.,,East Coast
52203,TEMPLE MILLS EAST JN.,XTA,Anglia
52199,TEMPLE MILLS LOOP,,Anglia
52202,TEMPLE MILLS ORIENT CS,XTX,Anglia
52190,TEMPLE MILLS RECP,,High Speed
52200,TEMPLE MILLS S.S.,XTM,Anglia
52195,TEMPLE MILLS WEST JN.,,Anglia
52201,TEMPMILLS,,Anglia
45525,TEMPSFORD,,East Coast
80211,TENBY,TEN,Wales
07211,TERMINUS CURVE JN GLASGOW,,Scotland
07232,TERMINUS CURVE SIG 5182,,Scotland
07210,TERMINUS JN,,Scotland
89149,TEYNHAM,TEY,Kent
87179,THAMES DITTON,THD,Wessex
51121,THAMES HAVEN JN,,Anglia
51131,THAMES HAVEN SIG LG14,,Anglia
51124,THAMES HAVEN SIG LG15,,Anglia
51122,THAMES HAVEN SIG UR882,,Anglia
51123,THAMES HAVEN SIG UR888,,Anglia
51103,THAMES HAVEN T.C.,,Anglia
51104,THAMES HV,,Anglia
51331,THAMES MATEX,,Anglia
74723,THATCHAM,THA,Western
36616,THATTO HEATH,THH,North West
74702,THEALE,THE,Western
74705,THEALE A.R.C,,Western
74608,THEALE FOSTER YEO (FLHH),,Western
74706,THEALE FOSTER YEOMAN,,Western
74711,THEALE HANSON AGGS (FLHH),,Western
74708,THEALE HOPE CEMENT,,Western
74707,THEALE LAFARGE FHH,,Western
74704,THEALE LAFARGE GBRF,,Western
74701,THEALE LOOP,,Western
74703,THEALE PUMA,,Western
74709,THEALE PUMA GBRF,,Western
74710,THEALE RECEPTION SDGS,,Western
74699,THEALE SIGNAL RG800,,Western
74718,THEALE SIGNAL T2839,,Western
74715,THEALE SIG T2831,,Western
74716,THEALE SIG T2834,,Western
65196,THE HAWTHORNS,THW,Central
66459,THE LAKES,TLK,Central
51940,THEOBALDS GROVE,TEO,Anglia
46261,THETFORD,TTF,Anglia
46250,THETFORD SIG EN8114,,Anglia
46256,THETFORD SIGNAL T7,,Anglia
46258,THETFORD TAMPER SIDING,,Anglia
75351,THINGLEY EAST JUNCTION,,Western
75354,THINGLEY JN,,Western
75355,THINGLEY JUNCTION SIDINGS,,Western
75353,THINGLEY MOD,,Western
46217,THIRD DROVE,,Anglia
16001,THIRSK,THI,East Coast
16002,THIRSK SIDINGS EWS,,East Coast
28402,THORESBY COLLIERY,,North & East
28407,THORESBY COLLIERY (COLAS RAIL),,North & East
28403,THORESBY COLLIERY (FLHH),,North & East
28399,THORESBY COLLIERY (GBRF),,North & East
28398,THORESBY COLLIERY JN SDS C&W,,North & East
28397,THORESBY COLLIERY JN SGS (GBRF),,North & East
28401,THORESBY COLL JN,,North & East
28404,THORESBY COLL JN (FHH),,North & East
28406,THORESBY SDGS NECK,,North & East
15316,THORNABY,TBY,North & East
15317,THORNABY EAST JN.,,North & East
15405,THORNABY EWS WHEEL LATHE,,North & East
15407,THORNABY NO 1,,North & East
15315,THORNABY SIG TY176,,North & East
15401,THORNABY T.M.D. (E.W.S.),XTE,North & East
15408,THORNABY T.M.D. (F'LINER),,North & East
23005,THORNE JN,,East Coast
20055,THORNE NORTH,TNN,North & East
23004,THORNE SOUTH,TNS,East Coast
73785,THORNEY MILL,,Western
73795,THORNEY MILL DB SCHENKER,,Western
73793,THORNEY MILL FHH,,Western
79801,THORNEY MILL GBRF,,Western
73787,THORNEY MILL GROUND FRAME,,Western
82313,THORNFORD,THO,Wessex
09013,THORNHILL,,Scotland
18440,THORNHILL L.N.W. JN.,,North & East
09014,THORNHILL UP LOOP,,Scotland
07619,THORNLIEBANK,THB,Scotland
21008,THORNTON ABBEY,TNA,North & East
52227,THORNTONFIELD CAR.M.D,,Anglia
07611,THORNTONHALL,THT,Scotland
87635,THORNTON HEATH,TTH,Sussex
03253,THORNTON H.S.,XTJ,Scotland
03236,THORNTON NORTH D.P.L.,,Scotland
03239,THORNTON NORTH JN,,Scotland
03238,THORNTON NORTH U.P.L.,,Scotland
03237,THORNTON SOUTH JN,,Scotland
03250,THORNTON T.C.,,Scotland
03242,THORNTON WEST JN,,Scotland
03254,THORNTON YARD GM MINING,,Scotland
03258,THORNTON YARD I & H BROWN,,Scotland
03252,THORNTWRD,,Scotland
51004,THORPE BAY,TPB,Anglia
44223,THORPE CULVERT,TPC,East Midlands
48236,THORPE JUNCTION,,Anglia
50024,THORPE-LE-SOKEN,TLS,Anglia
50023,THORPE-LE-SOKEN SIDING,,Anglia
23104,THORPE MARSH JN,,East Coast
23101,THORPE MARSH SIG D723,,East Coast
23100,THORPE MARSH TARMAC,,East Coast
44071,THORPE-ON-THE-HILL,,East Midlands
31304,THORPES BRIDGE JN,,North West
31308,THORPES BRIDGE SIGNAL 715,,North West
87920,THREE BRIDGES,TBD,Sussex
87930,THREE BRIDGES 1737 POINTS,,Sussex
87918,THREE BRIDGES BACK ROAD,,Sussex
87917,THREE BRIDGES PL 1183,,Sussex
87889,THREE BRIDGES PL 1185,,Sussex
87923,THREE BRIDGES P & MD,,Sussex
87928,THREE BRIDGES SIGNAL 1206,,Sussex
87887,THREE BRIDGES SIGNAL T1201,,Sussex
87888,THREE BRIDGES SIGNAL T1204,,Sussex
87890,THREE BRIDGES SIGNAL T1218,,Sussex
87922,THREE BRIDGES SIGNAL T288,,Sussex
87932,THREE BRIDGES SIG T1200,,Sussex
87929,THREE BRIDGES SIG T1214,,Sussex
87940,THREE BRIDGES TILGATE SDGS,,Sussex
87908,THREE BRIDGES TL UP DEPOT,,Sussex
87919,THREE BRIDGES UP SDG NORTH,,Sussex
87926,THREE BRIDGES UP SDG SOUTH,,Sussex
87916,THREE BRIDGES UP TLD NX,,Sussex
87924,THREE BRIDGES VOYAGER M.D.,XTB,Sussex
46140,THREE HORSE SHOES,,Anglia
88295,THREE OAKS,TOK,Kent
69113,THREE SPIRES JN,,Central
15109,THRISLINGTON (FLHH),,East Coast
15111,THRISLINGTON GBRF,,East Coast
15112,THRISLINGTON STEETLEY,,East Coast
26210,THRUMPTON WEST JN,,North & East
24495,THRYBERGH JN,,North & East
55503,THURGARTON,THU,East Midlands
24003,THURNSCOE,THC,North & East
01001,THURSO,THS,Scotland
01003,THURSO U.K.A.E.A.,,Scotland
46401,THURSTON,TRS,Anglia
77092,TIDALCPLE,,Wales
77095,TIDAL SDG,,Wales
77096,TIDALSDG,,Wales
77097,TIDALSDGS,,Wales
51204,TILBRY CT,,Anglia
51208,TILBRY GT,,Anglia
00907,TILBURG WORKS,,High Speed
51198,TILBURY2 CONTAINER TML FL,,Anglia
51213,TILBURY 2 (TARMAC),,Anglia
51210,TILBURY CONTAINER SRVS EWS,,Anglia
51212,TILBURY CONTAINER SRVS GB,,Anglia
51200,TILBURY CONTAINER TERM EWS,,Anglia
51199,TILBURY DOCKS E.S.,,Anglia
51193,TILBURY I.R.F.T. COLAS,,Anglia
51197,TILBURY IRFT (DB CARGO),,Anglia
51194,TILBURY IRFT (DRS),,Anglia
51195,TILBURY I.R.F.T (EWS),,Anglia
51196,TILBURY I.R.F.T (GBRF),,Anglia
51211,TILBURY LCT (FLT),,Anglia
51209,TILBURY NFLEET HOPE TL EWS,,Anglia
51207,TILBURY NTHFLEET RUN ROUND,,Anglia
51206,TILBURY PLA GRAIN TERMINAL,,Anglia
51205,TILBURY R.C.T.,,Anglia
51201,TILBURY R.C.T. GBRF,,Anglia
51192,TILBURY RIVERSIDE (COLAS),,Anglia
51203,TILBURY TOWN,TIL,Anglia
51202,TILBURY WEST JN,,Anglia
69209,TILE HILL,THL,Central
74271,TILEHURST,TLH,Western
74272,TILEHURST EAST JN,,Western
87952,TILGATE SDGS ENTRY/EXIT,,Sussex
87953,TILGATE SIDINGS SIG TD98,,Sussex
25212,TINSLEY AVESTA (SMACC),,North & East
25208,TINSLEY AVESTA (SPACE),,North & East
25204,TINSLEY EAST JN,,North & East
87921,TINSLEY GREEN,,Sussex
25199,TINSLEY INTERMODAL TERM,,East Coast
25318,TINSLEY MEADOWHALL,TIN,North & East
25209,TINSLEY NORTH JN,,North & East
25203,TINSLEY PARK JN.,,North & East
25205,TINSLEY SOUTH JN,,North & East
25200,TINSLEY S.S.,,North & East
25202,TINSLEY WGN MAINT DP SDG 5,,North & East
25201,TINSLEY YARD (FHH),,North & East
25207,TINSLEY YARD GBRF,,North & East
21107,TIOXIDE SIDING,,North & East
65809,TIPTON,TIP,Central
78346,TIR-PHIL,TIR,TfW Cardiff Valleys
82335,TISBURY,TIS,Wessex
82334,TISBURY LOOP,,Wessex
83109,TIVERTON LOOP,,Western
83038,TIVERTON PARKWAY,TVP,Western
48351,TIVETSHALL,,Anglia
31031,TODMORDEN,TOD,North West
31029,TODMORDEN SIGNAL PN318,,North West
31030,TODMORDEN SIG PN341,,North West
15645,TOD POINT JCN,,North & East
16006,TOLLERTON GPL673,,East Coast
16005,TOLLERTON JN,,East Coast
87403,TOLWORTH,TOL,Wessex
87402,TOLWORTH DAY AGGS (FLHH),,Wessex
87401,TOLWORTH SDGS,,Wessex
01134,TOMATIN,,Scotland
01153,TOMATIN SIDING,,Scotland
06070,TOM NA FAIRE DEPOT,,Scotland
89362,TONBGEESD,,Kent
89363,TONBRIDGE,TON,Kent
89369,TONBRIDGE DOWN LOOP,,Kent
89361,TONBRIDGE DOWN MAIN SIDING,,Kent
89357,TONBRIDGE ENGINEERS SIDING,,Kent
89367,TONBRIDGE ENG SDG (COLAS),,Kent
89359,TONBRIDGE JUBILEE SIDINGS,,Kent
89358,TONBRIDGE L.H.S.,,Kent
89364,TONBRIDGE P O SIDINGS,,Kent
89354,TONBRIDGE POST OFFICE JN,,Kent
89339,TONBRIDGE SIG AD137X,,Kent
89371,TONBRIDGE SIG AD2032,,Kent
89368,TONBRIDGE SIG AD525,,Kent
89355,TONBRIDGE SIGNAL AD139,,Kent
89365,TONBRIDGE SIGNAL AD2038,,Kent
89370,TONBRIDGE UP LOOP,,Kent
89360,TONBRIDGE WEST YARD,XTW,Kent
89366,TONBRIDGE WEST YARD GBRF,,Kent
79811,TONDU,TDU,Wales
79813,TONDU GARW LOOP,,Wales
79812,TONDU LLYNFI GDS LOOP,,Wales
64402,TONFANAU,TNF,Wales
78006,TON PENTRE,TPN,TfW Cardiff Valleys
78012,TONYPANDY,TNP,TfW Cardiff Valleys
87614,TOOTING,TOO,Sussex
34102,TOPLEY PIKE BARDON AGG,,North West
34104,TOPLEY PIKE (FHH),,North West
34103,TOPLEY PIKE GF,,North West
83471,TOPSHAM,TOP,Western
00323,TORINO ORBASSANO,,High Speed
04845,TORNESS GROUND SWITCH PANEL,,Scotland
04832,TORNESS POWER STATION,,Scotland
04119,TORPHIN,,Scotland
83628,TORQUAY,TQY,Western
83627,TORRE,TRR,Western
25710,TOTLEY TUNNEL EAST,,North West
83702,TOTNES,TOT,Western
83703,TOTNES L,,Western
56595,TOTNNYPPM,,East Midlands
56589,TOTNUYPPM,,East Midlands
56585,TOTON CENTRE,,East Midlands
56584,TOTON CENTRE (FLHH),,East Midlands
56579,TOTON D.D. H.S.,,East Midlands
56594,TOTON JN.,,East Midlands
56575,TOTON MEADOW SDGS - VIRT Q,,East Midlands
56591,TOTON NORTH YARD,,East Midlands
56588,TOTON NORTH YARD GBRF,,East Midlands
56592,TOTONNY20,,East Midlands
56576,TOTON SIG 4604,,East Midlands
56580,TOTON T.M.D.,,East Midlands
56590,TOTON UP SIDINGS,,East Midlands
56582,TOTON W.R.D.,,East Midlands
73113,TOTTENHAM COURT ROAD,TCR,Private Railway
51931,TOTTENHAM HALE,TOM,Anglia
51932,TOTTENHAM HALE SIG L5305,,Anglia
51935,TOTTENHAM SOUTH JN,,Anglia
51934,TOTTENHAM STH JN SIG L1004,,Anglia
86711,TOTTON,TTN,Wessex
86715,TOTTON C & W REPAIR ROADS,,Wessex
86712,TOTTON  (DCR),,Wessex
86716,TOTTON WEST,,Wessex
86713,TOTTON YARD,,Wessex
86714,TOTTON YARD (FL),,Wessex
86710,TOTTON YARD GBRF,,Wessex
00763,TOUL,,High Speed
00745,TOURCOING,,High Speed
00839,TOURNAI,,High Speed
00793,TOURNUS,,High Speed
78112,TOWER COLLIERY FLINER HH,,TfW Cardiff Valleys
78115,TOWER COLLIERY TRAIN EXAM POINT,,TfW Cardiff Valleys
78113,TOWER COLLY EWS,,TfW Cardiff Valleys
52712,TOWER HILL L.T.,ZTH,Anglia
29006,TOWNELEY TUNNEL,,North West
74717,TOWNEY LOOP,,Western
36011,TOWN GREEN,TWN,North West
03314,TOWNHILL C.E.,,Scotland
03315,TOWNHILL JN,,Scotland
33034,TPKCPLSDG,,North West
33078,TRAFFD PK,,North West
33085,TRAFFD PK,,North West
33093,TRAFFORD PARK,TRA,North West
33091,TRAFFORD PARK EAST JN,,North West
33033,TRAFFORD PARK EURO TERM,,North West
33099,TRAFFORD PARK EURO TML GBRF,,North West
33081,TRAFFORD PARK EXCH SDG,,North West
33083,TRAFFORD PARK F.L.T.,,North West
33082,TRAFFORD PARK I.F.T.,,North West
33074,TRAFFORD PARK REC 1&2 (FASTLINE),,North West
33080,TRAFFORD PARK SDGS,,North West
33101,TRAFFORD PK EUROTML C&W (GBRF),,North West
33076,TRAFFORD PK RECEP GBRF,,North West
33086,TRAFFPARK,,North West
33077,TRAFFRDPK,,North West
33079,TRAFFRDPK,,North West
33084,TRAFFRDPK,,North West
23400,TRA FOR FASTLINE - NOT A REAL LOCATION,,NONE
89780,TRAINING LOCATION BOB,,Network Rail HQ
89774,TRAINING LOCATION DAVID,,Network Rail HQ
89766,TRAINING LOCATION GEORGED,,Network Rail HQ
89790,TRAINING LOCATION KINSEY,,NONE
89768,TRAINING LOCATION WILKIE,,Network Rail HQ
76355,TRAM INN,,Wales
40056,TRAWSFYNYDD,,Wales
80031,TRECWN,,Wales
25854,TREETON GOODS LOOP,,North & East
25853,TREETON JN,,North & East
25855,TREETON S1039,,North & East
78216,TREFFOREST,TRF,TfW Cardiff Valleys
78218,TREFFOREST ESTATE,TRE,TfW Cardiff Valleys
78017,TREHAFOD,TRH,TfW Cardiff Valleys
78001,TREHERBERT,TRB,TfW Cardiff Valleys
78005,TREHERBERT NORTH GF,,TfW Cardiff Valleys
78003,TREHERBERT SIDING,,TfW Cardiff Valleys
78325,TRELEWIS,,TfW Cardiff Valleys
79795,TREMAINS,,Wales
77091,TREMORFA WORKS,,Wales
77077,TREMORFA WORKS SDG C & W (GBRF),,Wales
77078,TREMORFA WORKS SDGS (GBRF),,Wales
56601,TRENT EAST JN,XTR,East Midlands
43304,TRENTHAM,,West Coast South
22031,TRENT JN,,North & East
56602,TRENT SDG,,East Midlands
56603,TRENT SDGS,,East Midlands
56605,TRENT SOUTH JN,XTG,East Midlands
78004,TREORCHY,TRY,TfW Cardiff Valleys
46253,TRETFORD GROUND SIGNAL T15,,Anglia
85416,TREVISCOE ECC SDG,,Western
85415,TREVSCOGF,,Western
49138,TRIMLEY,TRM,Anglia
49144,TRIMLEY SIG CO617,,Anglia
49143,TRIMLEY SIG CO619,,Anglia
49161,TRIMLEY SIGNAL FW9031,,Anglia
49159,TRIMLEY SIGS FW9020 AND 9031,,Anglia
70411,TRING,TRI,West Coast South
70412,TRING CE SDGS,,West Coast South
70410,TRING NORTH JN,,West Coast South
70413,TRING SIG WT1425,,West Coast South
78142,TROED Y RHIW,TRD,TfW Cardiff Valleys
08519,TROON,TRN,Scotland
79051,TROSTRE WORKS,,Wales
79053,TROSTRE WORKS EXCHANGE SDG,,Wales
79047,TROSTRE WORKS GBRF,,Wales
79052,TROSTRE WORKS JUNCTION,,Wales
79048,TROSTRE WORKS RP,,Wales
82085,TROWBRIDGE,TRO,Western
56550,TROWELL SOUTH JUNCTION,,East Midlands
48302,TROWSE,,Anglia
48303,TROWSE (FHH),,Anglia
48301,TROWSE GBRF,,Anglia
48310,TROWSE GPL CO1749,,Anglia
48311,TROWSE GPL CO1760,,Anglia
48309,TROWSE JN,,Anglia
48305,TROWSE LAKENHAM JN,,Anglia
48308,TROWSE SWING BRIDGE JN,,Anglia
48304,TROWSE YARD REDLAND SIDING,,Anglia
85501,TRURO,TRU,Western
85502,TRURO ISU (CE),,Western
85506,TRURO SHUNT SIGNAL 37,,Western
85508,TRURO SIG 14,,Western
85503,TRURO YARD,,Western
36169,TUEBROOK SDGS GBRF,,North West
36168,TUEBROOK SIDINGS,XLT,North West
36167,TUEBROOK SIDINGS (FHH),,North West
68131,TUFFLEY JUNCTION,,Western
06029,TULLOCH,TUL,Scotland
06030,TULLOCH C.E.,,Scotland
05995,TULLOCH GF,,Scotland
87611,TULSE HILL,TUH,Sussex
87595,TULSE HILL SIG 165,,Sussex
87594,TULSE HILL SIG 766,,Sussex
87612,TULSE HILL SIGNAL VC178,,Sussex
89375,TUNBRIDGE WELLS,TBW,Kent
89377,TUNBRIDGE WELLS TURNBACK,,Kent
67111,TUNNEL JN,,Central
86116,TUNNEL JN.,,Wessex
89645,TUNNEL UK/FRENCH BOUNDARY,,High Speed
34112,TUNSTEAD,,North West
34113,TUNSTEAD C&W (FLHH),,North West
34115,TUNSTEAD FUEL POINT (FLHH),,North West
34111,TUNSTEAD SDGS,,North West
34110,TUNSTEAD SDGS (FHH),,North West
34114,TUNSTEAD SDGS GBRF,,North West
51942,TURKEY STREET,TUR,Anglia
18055,TURNERS LANE JN.,,North & East
87130,TURNHAM GREEN LT,ZTU,Wessex
13800,TURSDALE JN,,East Coast
57471,TUTBURY & HATTON,TUT,East Midlands
23496,TUXFORD CROSSOVERS,,East Coast
28520,TUXFORD WEST JN REP POINT,,North & East
04714,TWEEDBANK,TWB,Scotland
04702,TWEEDBANK SIG EMB244,,Scotland
12003,TWEEDMOUTH F.D.,,East Coast
12005,TWEEDMOUTH S.B.,,East Coast
81504,TWERTON,,Western
87131,TWICKENHAM,TWI,Wessex
87119,TWICKENHAM JN,,Wessex
86931,TWICKENHAM SIGNAL BEF2121,,Wessex
86932,TWICKENHAM SIGNAL BEF2123,,Wessex
86945,TWICKENHAM SIGNAL BEF2130,,Wessex
87128,TWICKENHAM SIGNAL F401,,Wessex
87129,TWICKENHAM SIGNAL F406,,Wessex
46260,TWO MILE BOTTOM,,Anglia
74023,TWYFORD,TWY,Western
74022,TWYFORD SIG T1632,,Western
74025,TWYFORD SIG TR112,,Western
74026,TWYFORD SIG TR307,,Western
74024,TWYFORD WEST,,Western
40015,TY CROES,TYC,Wales
47340,TYE GREEN JUNCTION,,Anglia
78389,TY GLAS,TGS,TfW Cardiff Valleys
64424,TYGWYN,TYG,Wales
06055,TYNDRUM LOWER,TYL,Scotland
13007,TYNE COAL TERMINAL (GBRF),,East Coast
13006,TYNE COAL TERMINAL GBRF,,East Coast
13003,TYNE COAL TERMINAL P T A,,East Coast
13009,TYNE DOCK (ADVENZA),,East Coast
13004,TYNE DOCK EWS (AUTOMOTIVE),,East Coast
13005,TYNE DOCK EWS (INTERMODAL),,East Coast
13002,TYNE DOCK (FLHH),,East Coast
13008,TYNE DOCK INTERMODAL GBRF,,East Coast
13001,TYNE DOCK P T A,,East Coast
04705,TYNEHEAD JN,,Scotland
12430,TYNEMOUTH (METRO),TYP,East Coast
13202,TYNESIDE T.C.,,East Coast
13550,TYNE S.S.,TYN,East Coast
13552,TYNE YARD SIGNAL TY193,,East Coast
13553,TYNE YARD SIG T176,,East Coast
13551,TYNE YARD T.M.D.,,East Coast
13549,TYNE YARD VIRTUAL Q&T,,East Coast
13548,TYNEYDC&W,,East Coast
66460,TYSELEY,TYS,Central
66429,TYSELEY JAMES MOTOR CO,,Central
66424,TYSELEY L.M.D.,XTS,Central
66414,TYSELEY SOUTH JUNCTION,,Central
66426,TYSELEY STEAM TRUST,,Central
66425,TYSELEY T.M.D.,,Central
66427,TYSELEY UP & DWN THRO SDGS,,Central
66415,TYSLEY UP & DOWN SLOW JN,,Central
